"","genes","pathway","pv","bh"
"59","BM71487172","PathWay_1",0.791906353768565,0.994971991026945
"60","BN72394324","PathWay_15",0.0476378588887109,0.816603823249016
"61","BO66112963","PathWay_3",0.131922847971957,0.850957663237105
"62","BO88669133","PathWay_21",0.887429180417164,0.994971991026945
"63","BQ14483569","PathWay_14",0.0414499364519729,0.816603823249016
"64","BQ42366764","PathWay_7",0.635661649074434,0.994971991026945
"65","BQ76767792","PathWay_17",0.0934873028567752,0.850957663237105
"66","BQ97314441","PathWay_17",0.782662095183379,0.994971991026945
"67","BQ98829742","PathWay_24",0.959297444977189,0.994971991026945
"68","BR42856345","PathWay_25",0.181310348183227,0.897056582628276
"69","BR93163852","PathWay_7",0.235044559312325,0.913653832403977
"70","BS24875262","PathWay_23",0.215185586549901,0.911692891966946
"71","BS79586221","PathWay_1",0.0619638119985681,0.816603823249016
"72","BS98276273","PathWay_14",0.760332779167312,0.994971991026945
"73","BT83623149","PathWay_4",0.30045693106512,0.938927909578501
"74","BV21299434","PathWay_1",0.266271288659918,0.930710299397037
"75","BV65383418","PathWay_8",0.741150207626376,0.994971991026945
"76","BV87753184","PathWay_7",0.152670353501373,0.850957663237105
"77","BW42363444","PathWay_4",0.285174199002214,0.93585771838743
"78","BW72223741","PathWay_14",0.087474984593689,0.850957663237105
"79","BW92286177","PathWay_20",0.751574098195257,0.994971991026945
"80","BX47762365","PathWay_18",0.922119157920127,0.994971991026945
"81","BY58244845","PathWay_6",0.892500083126682,0.994971991026945
"82","BZ39673998","PathWay_18",0.512141373588369,0.994971991026945
"83","BZ71433242","PathWay_13",0.578285514801896,0.994971991026945
"84","CA15615965","PathWay_7",0.261355509414581,0.926792586576529
"85","CA47649346","PathWay_24",0.813666166087758,0.994971991026945
"86","CA56552951","PathWay_21",0.899512442940879,0.994971991026945
"87","CB93133244","PathWay_14",0.322386840237506,0.947985434061291
"88","CE34247131","PathWay_20",0.804738657024785,0.994971991026945
"89","CH45682234","PathWay_12",0.80047471639069,0.994971991026945
"90","CH72268915","PathWay_13",0.237491309661305,0.913653832403977
"91","CH97613479","PathWay_13",0.850154737076313,0.994971991026945
"92","CI38695657","PathWay_1",0.294189093405565,0.937657881559234
"93","CI53413132","PathWay_13",0.688340851175291,0.994971991026945
"94","CI67891475","PathWay_21",0.930611158366427,0.994971991026945
"95","CJ13295179","PathWay_7",0.174806796411811,0.877585222562904
"96","CL41386961","PathWay_24",0.56513275839075,0.994971991026945
"97","CL71251496","PathWay_9",0.37811532362613,0.979170490066576
"98","CL78786745","PathWay_14",0.53927525086034,0.994971991026945
"99","CN24477794","PathWay_11",0.227525473440737,0.911692891966946
"100","CO23469941","PathWay_12",0.634875548519011,0.994971991026945
"101","CO41231955","PathWay_7",0.827623550605606,0.994971991026945
"102","CP23151282","PathWay_24",0.0703174822822578,0.838198867080866
"103","CP77356641","PathWay_11",0.525817494139089,0.994971991026945
"104","CQ51578884","PathWay_5",0.170563751740324,0.873354412286313
"105","CR53651553","PathWay_8",0.82384144763887,0.994971991026945
"106","CR93312986","PathWay_8",0.590860512674826,0.994971991026945
"107","CS33134465","PathWay_16",0.650580984460168,0.994971991026945
"108","CT54763474","PathWay_15",0.795124602145938,0.994971991026945
"109","CT85821992","PathWay_5",0.447393577774656,0.994971991026945
"110","CU19519431","PathWay_7",0.799992513130534,0.994971991026945
"111","CU28716316","PathWay_10",0.321935761241427,0.947985434061291
"112","CU71592695","PathWay_8",0.813148094561544,0.994971991026945
"113","CV48426567","PathWay_18",0.329003498572575,0.947985434061291
"114","CV75644822","PathWay_3",0.890214663169048,0.994971991026945
"115","CW11757153","PathWay_22",0.366343776602005,0.978171218783146
"116","CW43724222","PathWay_3",0.421479034572544,0.994971991026945
"117","CW58325277","PathWay_25",0.571410845544014,0.994971991026945
"118","CW98211968","PathWay_11",0.530051461441523,0.994971991026945
"119","CX36289353","PathWay_5",0.939719035702524,0.994971991026945
"120","CX71933112","PathWay_8",0.430891592044575,0.994971991026945
"121","CX87579135","PathWay_19",0.992982507256549,0.996472089128251
"122","CY56534568","PathWay_24",0.320048151592388,0.947985434061291
"123","CZ41669211","PathWay_6",0.233393380343538,0.911692891966946
"124","DA53397258","PathWay_20",0.0361943997687422,0.815377730117056
"125","DB64754489","PathWay_1",0.335481516256986,0.947985434061291
"126","DB66566468","PathWay_5",0.69712498467185,0.994971991026945
"127","DB74512898","PathWay_23",0.556706652285913,0.994971991026945
"128","DC13515196","PathWay_22",0.192962823414849,0.911692891966946
"129","DC22149611","PathWay_22",0.828616521863018,0.994971991026945
"130","DC61531685","PathWay_19",0.973455122826537,0.994971991026945
"131","DE35884598","PathWay_14",0.274952186389668,0.93585771838743
"132","DG62884121","PathWay_25",0.88593130379409,0.994971991026945
"133","DG84685741","PathWay_25",0.673161390209475,0.994971991026945
"134","DH39858813","PathWay_8",0.145679669939476,0.850957663237105
"135","DH76194681","PathWay_20",0.579549403016656,0.994971991026945
"136","DI39151831","PathWay_14",0.410180402113831,0.994971991026945
"137","DJ54345426","PathWay_9",0.992224953866972,0.996472089128251
"138","DJ69882935","PathWay_23",0.0997822017062261,0.850957663237105
"139","DL76814251","PathWay_3",0.142082789503577,0.850957663237105
"140","DM14322945","PathWay_1",0.0893189836645502,0.850957663237105
"141","DM22638294","PathWay_11",0.920690070989627,0.994971991026945
"142","DM32433878","PathWay_13",0.907724635272928,0.994971991026945
"143","DM53419631","PathWay_5",0.516584223404182,0.994971991026945
"144","DM98899566","PathWay_10",0.453730122584362,0.994971991026945
"145","DO82217157","PathWay_5",0.932059864710701,0.994971991026945
"146","DO88533497","PathWay_17",0.889108402497203,0.994971991026945
"147","DP47714773","PathWay_10",0.801425373480813,0.994971991026945
"148","DP75161424","PathWay_7",0.124208618775558,0.850957663237105
"149","DP84777178","PathWay_16",0.17006663234167,0.873354412286313
"150","DP88835897","PathWay_19",0.101055269210675,0.850957663237105
"151","DQ99394932","PathWay_22",0.938131163920406,0.994971991026945
"152","DR33897225","PathWay_15",0.121019250748303,0.850957663237105
"153","DR34898645","PathWay_15",0.0782539968433218,0.850957663237105
"154","DR84991618","PathWay_7",0.418516691770076,0.994971991026945
"155","DR92499389","PathWay_22",0.31458225610067,0.947985434061291
"156","DS63579326","PathWay_20",0.730597721081626,0.994971991026945
"157","DT31928564","PathWay_25",0.464121278454499,0.994971991026945
"158","DT44893424","PathWay_2",0.233201689636763,0.911692891966946
"159","DV51569231","PathWay_5",0.144471145947764,0.850957663237105
"160","DV66527855","PathWay_4",0.599313394692686,0.994971991026945
"161","DV79857777","PathWay_22",0.158130647829194,0.850957663237105
"162","DX39162969","PathWay_21",0.966457152196665,0.994971991026945
"163","DZ59282312","PathWay_17",0.639510192297589,0.994971991026945
"164","DZ93127548","PathWay_17",0.452243730452348,0.994971991026945
"165","EA12656176","PathWay_20",0.829465652176088,0.994971991026945
"166","EA76911792","PathWay_11",0.172138855159308,0.873354412286313
"167","EB29376394","PathWay_20",0.172811765607967,0.873354412286313
"168","EC27376843","PathWay_19",0.059105076318124,0.816603823249016
"169","ED48285135","PathWay_12",0.804080063187132,0.994971991026945
"170","EF95362936","PathWay_11",0.111734586209714,0.850957663237105
"171","EG39698924","PathWay_23",0.703919563431668,0.994971991026945
"172","EG78157566","PathWay_6",0.377599440997615,0.979170490066576
"173","EG79319721","PathWay_14",0.220279409220593,0.911692891966946
"174","EG89425796","PathWay_15",0.527391212601067,0.994971991026945
"175","EI31929461","PathWay_25",0.323322374071139,0.947985434061291
"176","EJ68586814","PathWay_16",0.202152586431707,0.911692891966946
"177","EJ82139362","PathWay_18",0.410392309758552,0.994971991026945
"178","EK41165147","PathWay_9",0.375623066527137,0.979170490066576
"179","EK59769737","PathWay_22",0.165943419587198,0.861900702303507
"180","EK86918597","PathWay_21",0.754271695123965,0.994971991026945
"181","EL15361197","PathWay_13",0.61416387694601,0.994971991026945
"182","EL32536796","PathWay_11",0.586039523359931,0.994971991026945
"183","EO44188376","PathWay_14",0.256357683385729,0.926624239341914
"184","EP18148936","PathWay_20",0.73660482158766,0.994971991026945
"185","EP19737421","PathWay_14",0.507946578736431,0.994971991026945
"186","EP69796542","PathWay_7",0.97083851644176,0.994971991026945
"187","EP83536957","PathWay_12",0.000476745204961541,0.0366727080739647
"188","ER31656196","PathWay_18",0.471177862019822,0.994971991026945
"189","ER71586684","PathWay_24",0.910078144367908,0.994971991026945
"190","ER73662815","PathWay_23",0.642441153718766,0.994971991026945
"191","ES73522786","PathWay_10",0.217138045341475,0.911692891966946
"192","ES92127756","PathWay_14",0.253058340418028,0.926624239341914
"193","ET29615873","PathWay_13",0.535161645991286,0.994971991026945
"194","ET39125563","PathWay_16",0.393681984299878,0.992483654846747
"195","EW35764877","PathWay_18",0.836600687316813,0.994971991026945
"196","EX66465997","PathWay_2",0.204648127956055,0.911692891966946
"197","EY16673621","PathWay_4",0.0399535087757358,0.815377730117056
"198","EY84452376","PathWay_8",0.438551266411889,0.994971991026945
"199","EZ27553822","PathWay_14",0.619162238723417,0.994971991026945
"200","EZ31781913","PathWay_11",0.77611198663694,0.994971991026945
"201","EZ49147662","PathWay_3",0.753133059441315,0.994971991026945
"202","EZ61873296","PathWay_24",0.303643681587474,0.945930472235122
"203","EZ61931118","PathWay_14",0.674255595165928,0.994971991026945
"204","EZ98469362","PathWay_12",0.605853333696453,0.994971991026945
"205","FA35497854","PathWay_25",0.334857682347085,0.947985434061291
"206","FB65836221","PathWay_25",0.774045284822523,0.994971991026945
"207","FB75389272","PathWay_6",0.704428479247959,0.994971991026945
"208","FD15969268","PathWay_2",0.315636086746414,0.947985434061291
"209","FE17822859","PathWay_16",0.754140760607827,0.994971991026945
"210","FE38343794","PathWay_21",0.475160356028097,0.994971991026945
"211","FG19628822","PathWay_8",0.244828875060334,0.925106494875734
"212","FG21281493","PathWay_23",0.789868293998883,0.994971991026945
"213","FG97331579","PathWay_8",0.90571841765447,0.994971991026945
"214","FI23782154","PathWay_7",0.260853033155852,0.926792586576529
"215","FI32833158","PathWay_5",0.80354734757152,0.994971991026945
"216","FJ13481816","PathWay_18",0.0216457450414291,0.721236006318113
"217","FK27862694","PathWay_11",0.603174940431321,0.994971991026945
"218","FK64825177","PathWay_3",0.679292609318082,0.994971991026945
"219","FM33865212","PathWay_5",0.588449445978447,0.994971991026945
"220","FN12936664","PathWay_23",0.718134592901313,0.994971991026945
"221","FO88445533","PathWay_16",0.998245935937793,0.998245935937793
"222","FP51312639","PathWay_2",0.938469725934715,0.994971991026945
"223","FP94442552","PathWay_7",0.272623561568076,0.933642334137248
"224","FQ11229312","PathWay_8",0.491123647027682,0.994971991026945
"225","FQ15983396","PathWay_2",0.108138559458607,0.850957663237105
"226","FR23432465","PathWay_10",0.721548114244206,0.994971991026945
"227","FS41996128","PathWay_18",0.0911258519511479,0.850957663237105
"228","FS92996522","PathWay_7",0.542595880553198,0.994971991026945
"229","FU39458337","PathWay_9",0.758531036378,0.994971991026945
"230","FU55269413","PathWay_3",0.541221125892477,0.994971991026945
"231","FV64731916","PathWay_6",0.843642350468586,0.994971991026945
"232","FV92881925","PathWay_6",0.892863839229435,0.994971991026945
"233","FX84233713","PathWay_24",0.237549996425034,0.913653832403977
"234","FZ77443545","PathWay_16",0.0397109128395787,0.815377730117056
"235","FZ93891711","PathWay_25",0.994342383509017,0.996472089128251
"236","GA62911388","PathWay_20",0.124519199709044,0.850957663237105
"237","GA93557155","PathWay_2",0.454839541972507,0.994971991026945
"238","GB27349369","PathWay_7",0.205239051257026,0.911692891966946
"239","GC51148381","PathWay_19",0.000659337086458978,0.0470955061756413
"240","GD94721563","PathWay_15",0.676785982353041,0.994971991026945
"241","GE49896132","PathWay_25",0.419779311923739,0.994971991026945
"242","GF44442961","PathWay_7",0.921955919148893,0.994971991026945
"243","GH12496499","PathWay_25",0.469941703479052,0.994971991026945
"244","GJ42418581","PathWay_25",0.338634399561697,0.947985434061291
"245","GL19446979","PathWay_16",0.948233265216956,0.994971991026945
"246","GL39622218","PathWay_15",0.645146796523588,0.994971991026945
"247","GL52337456","PathWay_6",0.774345390895744,0.994971991026945
"248","GL91844973","PathWay_3",0.0793825116793327,0.850957663237105
"249","GM57159234","PathWay_19",0.800454951215184,0.994971991026945
"250","GQ27945295","PathWay_21",0.920274273244862,0.994971991026945
"251","GR75542261","PathWay_25",0.0465456775835032,0.816603823249016
"252","GS59226579","PathWay_18",0.245529228296722,0.925106494875734
"253","GS78236195","PathWay_1",0.271271107219107,0.933642334137248
"254","GS99135714","PathWay_8",0.288319574150552,0.93585771838743
"255","GT14866662","PathWay_14",0.810010680746374,0.994971991026945
"256","GT25188884","PathWay_7",0.760691569085957,0.994971991026945
"257","GT32782254","PathWay_20",0.813474019443934,0.994971991026945
"258","GU58844944","PathWay_1",0.340215710041105,0.947985434061291
"259","GV19793818","PathWay_18",0.93990852233569,0.994971991026945
"260","GW24467247","PathWay_8",0.499957166075436,0.994971991026945
"261","GW27751469","PathWay_6",0.431662543773552,0.994971991026945
"262","GW75127848","PathWay_17",0.72691825631628,0.994971991026945
"263","GY25745126","PathWay_10",0.1430676030384,0.850957663237105
"264","GY51933937","PathWay_22",0.850790297430895,0.994971991026945
"265","GY61796456","PathWay_21",0.0330645725408401,0.787251727162859
"266","GY62973116","PathWay_22",0.969807055275185,0.994971991026945
"267","GY82279185","PathWay_10",0.328985479264955,0.947985434061291
"268","GY98279629","PathWay_6",0.529452413277666,0.994971991026945
"269","HB35242662","PathWay_22",0.666396356968141,0.994971991026945
"270","HB76753728","PathWay_8",0.631751331441479,0.994971991026945
"271","HC73669245","PathWay_2",0.0921403847072721,0.850957663237105
"272","HF24782279","PathWay_3",0.601833949703615,0.994971991026945
"273","HG14446818","PathWay_21",0.353691743765847,0.958514210747552
"274","HG87341779","PathWay_15",0.789448759012673,0.994971991026945
"275","HI41738421","PathWay_12",0.017904977233829,0.688652970531885
"276","HI77728685","PathWay_1",0.471203705311731,0.994971991026945
"277","HI93118614","PathWay_25",0.816425315432269,0.994971991026945
"278","HJ33922494","PathWay_10",0.977898415847516,0.994971991026945
"279","HJ43253284","PathWay_25",0.472135717539708,0.994971991026945
"280","HK24734649","PathWay_4",0.0620727705955023,0.816603823249016
"281","HK28674986","PathWay_9",0.52330432915987,0.994971991026945
"282","HK59169843","PathWay_1",0.0712469037018736,0.838198867080866
"283","HK91943657","PathWay_15",0.863551484146365,0.994971991026945
"284","HL18657674","PathWay_24",0.816259038760186,0.994971991026945
"285","HL59844272","PathWay_12",0.654906020935113,0.994971991026945
"286","HL68664571","PathWay_5",0.0945524269356995,0.850957663237105
"287","HM78686236","PathWay_8",0.607037003722708,0.994971991026945
"288","HM99273864","PathWay_3",0.578640660109693,0.994971991026945
"289","HN11218985","PathWay_11",0.22544439947151,0.911692891966946
"290","HN35328375","PathWay_3",0.458871364670959,0.994971991026945
"291","HN65682855","PathWay_9",0.851655339813063,0.994971991026945
"292","HO39478855","PathWay_10",0.534314007494178,0.994971991026945
"293","HP27128176","PathWay_10",0.499733114039108,0.994971991026945
"294","HP44935143","PathWay_2",0.349666821425741,0.952762574917987
"295","HR58812633","PathWay_19",0.140932545095824,0.850957663237105
"296","HS42858152","PathWay_17",0.338271705108271,0.947985434061291
"297","HS43318779","PathWay_14",0.296649943150994,0.938927909578501
"298","HT88742678","PathWay_25",0.108051443337519,0.850957663237105
"299","HV13668622","PathWay_15",0.498029334603398,0.994971991026945
"300","HV53899947","PathWay_10",0.671908328787416,0.994971991026945
"301","HV88797598","PathWay_7",0.0384153014073162,0.815377730117056
"302","HW36842981","PathWay_24",0.940326139181493,0.994971991026945
"303","HW55639635","PathWay_2",0.410030645642901,0.994971991026945
"304","HW98186216","PathWay_2",0.526126664957644,0.994971991026945
"305","HY41742227","PathWay_20",0.111198812945841,0.850957663237105
"306","HZ39569345","PathWay_12",0.946041399873896,0.994971991026945
"307","IA36893439","PathWay_3",0.652288813079366,0.994971991026945
"308","IA63169731","PathWay_14",0.71615714160972,0.994971991026945
"309","IB46683122","PathWay_22",0.682561642981456,0.994971991026945
"310","IB91475514","PathWay_9",0.225765075768777,0.911692891966946
"311","IB99846115","PathWay_23",0.958682386988894,0.994971991026945
"312","IC42513198","PathWay_9",0.726896178832448,0.994971991026945
"313","ID96582333","PathWay_5",0.248058462199689,0.925106494875734
"314","IF95197975","PathWay_21",0.0230413601404048,0.721236006318113
"315","IG35272744","PathWay_15",0.372145218829986,0.979170490066576
"316","IL13622625","PathWay_8",0.48620585955794,0.994971991026945
"317","IL75695586","PathWay_21",0.0574266650809272,0.816603823249016
"318","IM72349562","PathWay_10",0.989126452808121,0.996472089128251
"319","IM81144561","PathWay_4",0.0922656584290809,0.850957663237105
"320","IN13299122","PathWay_11",0.955944140690221,0.994971991026945
"321","IN15922516","PathWay_24",0.785795936118528,0.994971991026945
"322","IN43363983","PathWay_4",0.219139909196448,0.911692891966946
"323","IN99341332","PathWay_14",0.0151743048236412,0.639910461314844
"324","IO13443629","PathWay_14",0.288495740848906,0.93585771838743
"325","IO54449677","PathWay_2",0.48976535956317,0.994971991026945
"326","IO97249937","PathWay_3",0.467447797113769,0.994971991026945
"327","IP31921323","PathWay_10",0.191721805370896,0.911692891966946
"328","IQ21549734","PathWay_13",0.0976995147316439,0.850957663237105
"329","IQ26581615","PathWay_16",0.340978702067626,0.947985434061291
"330","IQ94971455","PathWay_16",0.79013345119385,0.994971991026945
"331","IR19495936","PathWay_15",0.070843692030485,0.838198867080866
"332","IR31572836","PathWay_20",0.520688488366376,0.994971991026945
"333","IS36246539","PathWay_15",0.512454257345337,0.994971991026945
"334","IS81217651","PathWay_24",0.146078978692149,0.850957663237105
"335","IS86834676","PathWay_18",0.905087743704063,0.994971991026945
"336","IS95116681","PathWay_12",0.26711385592695,0.930710299397037
"337","IT63587119","PathWay_1",0.248347301271183,0.925106494875734
"338","IU28378616","PathWay_3",0.593705274035136,0.994971991026945
"339","IU31695467","PathWay_13",0.0899280429454386,0.850957663237105
"340","IV93368251","PathWay_11",0.627968800574879,0.994971991026945
"341","IW47846331","PathWay_23",0.537971385794268,0.994971991026945
"342","IW62312917","PathWay_3",0.0645117020366722,0.816603823249016
"343","IZ26147285","PathWay_8",0.558945481156151,0.994971991026945
"344","IZ49732586","PathWay_13",0.331003712805953,0.947985434061291
"345","IZ87681598","PathWay_17",0.437094136510801,0.994971991026945
"346","JA24772324","PathWay_1",0.72973737455607,0.994971991026945
"347","JA35692149","PathWay_7",0.518483577418169,0.994971991026945
"348","JA76787561","PathWay_4",0.594313553807648,0.994971991026945
"349","JA81859587","PathWay_19",0.505926626737752,0.994971991026945
"350","JB16265158","PathWay_5",0.688328335935615,0.994971991026945
"351","JB19734267","PathWay_22",0.687705016611895,0.994971991026945
"352","JB69272634","PathWay_7",0.188868892755096,0.911692891966946
"353","JD36112735","PathWay_10",2.40646987463178e-05,0.0040107831243863
"354","JD84712884","PathWay_25",0.0245220242148159,0.721236006318113
"355","JD96578763","PathWay_1",0.34319943389598,0.948064734519282
"356","JE24751636","PathWay_19",0.468299547328136,0.994971991026945
"357","JE35266254","PathWay_7",0.643849710533977,0.994971991026945
"358","JE53758743","PathWay_4",0.711322441742065,0.994971991026945
"359","JE81579224","PathWay_19",0.907044269740321,0.994971991026945
"360","JF97618715","PathWay_7",0.699004071712832,0.994971991026945
"361","JG18733922","PathWay_9",0.792560001982898,0.994971991026945
"362","JG23291394","PathWay_7",0.157602067957421,0.850957663237105
"363","JG58829433","PathWay_21",0.259454787015736,0.926624239341914
"364","JH26635274","PathWay_3",0.693911551667341,0.994971991026945
"365","JI35848941","PathWay_4",0.495478519296322,0.994971991026945
"366","JI79923634","PathWay_8",0.920039776068236,0.994971991026945
"367","JI98249695","PathWay_15",0.923145547098945,0.994971991026945
"368","JK11743889","PathWay_25",0.710452753225665,0.994971991026945
"369","JK53699924","PathWay_21",0.147056714983632,0.850957663237105
"370","JK88659622","PathWay_9",0.0891889802035811,0.850957663237105
"371","JM53186249","PathWay_4",0.512988466151897,0.994971991026945
"372","JN62971561","PathWay_12",0.836772476333497,0.994971991026945
"373","JO29115338","PathWay_1",0.597740902436635,0.994971991026945
"374","JO79316669","PathWay_12",0.941898577674727,0.994971991026945
"375","JR12398264","PathWay_4",0.573200441347536,0.994971991026945
"376","JS58823756","PathWay_19",0.17292417363269,0.873354412286313
"377","JT31556594","PathWay_20",0.515452784836853,0.994971991026945
"378","JT97836873","PathWay_2",0.824860906418367,0.994971991026945
"379","JU52241387","PathWay_17",0.248968830164459,0.925106494875734
"380","JU69913158","PathWay_18",0.576402000736991,0.994971991026945
"381","JU86758945","PathWay_23",0.891619498828255,0.994971991026945
"382","JU98729724","PathWay_8",0.198672311591714,0.911692891966946
"383","JV28534524","PathWay_14",0.378938979655765,0.979170490066576
"384","JX89168893","PathWay_11",0.404433505882546,0.994971991026945
"385","JY74584868","PathWay_2",0.396816852467654,0.992483654846747
"386","JZ35896483","PathWay_6",0.61970737694202,0.994971991026945
"387","JZ38498395","PathWay_3",0.686045592699404,0.994971991026945
"388","JZ78487216","PathWay_20",0.164353605083291,0.860490078970112
"389","KA41111844","PathWay_9",0.28757131371159,0.93585771838743
"390","KB85785388","PathWay_1",0.574643914592631,0.994971991026945
"391","KC59377983","PathWay_22",0.772868876541132,0.994971991026945
"392","KD16292417","PathWay_22",0.0213289649786111,0.721236006318113
"393","KD65381886","PathWay_10",0.621316625069203,0.994971991026945
"394","KD68869439","PathWay_13",0.321836365974892,0.947985434061291
"395","KE93938264","PathWay_9",0.978316609897194,0.994971991026945
"396","KF71922818","PathWay_21",0.69138554789806,0.994971991026945
"397","KG15597491","PathWay_16",0.721605510445066,0.994971991026945
"398","KG42588618","PathWay_23",0.957080820513684,0.994971991026945
"399","KG69917282","PathWay_1",0.719860988958306,0.994971991026945
"400","KG95281231","PathWay_12",0.572499669807221,0.994971991026945
"401","KH62811561","PathWay_20",0.994131133943686,0.996472089128251
"402","KI11177641","PathWay_22",0.943756694298246,0.994971991026945
"403","KJ31747897","PathWay_1",0.636037202027945,0.994971991026945
"404","KJ49567325","PathWay_22",0.992948575759342,0.996472089128251
"405","KL85177262","PathWay_24",0.502025833855685,0.994971991026945
"406","KM89711595","PathWay_18",0.464541710036826,0.994971991026945
"407","KM99148912","PathWay_20",0.872531339105485,0.994971991026945
"408","KN31332254","PathWay_3",0.748696040898799,0.994971991026945
"409","KO29755374","PathWay_3",0.585163618458265,0.994971991026945
"410","KO92511894","PathWay_22",0.135155522474932,0.850957663237105
"411","KP21763332","PathWay_1",0.776164974241693,0.994971991026945
"412","KQ69287222","PathWay_22",0.980919576019279,0.994971991026945
"413","KS14937696","PathWay_24",0.973148965000317,0.994971991026945
"414","KU74265625","PathWay_23",0.151705551980968,0.850957663237105
"415","KV66975324","PathWay_20",0.382252194074072,0.98171772288046
"416","KV74356773","PathWay_9",0.16168195601505,0.850957663237105
"417","KV76486935","PathWay_6",0.947658186656357,0.994971991026945
"418","KW28462662","PathWay_19",0.756390124200875,0.994971991026945
"419","KW87711467","PathWay_8",0.63591882850034,0.994971991026945
"420","KX41564334","PathWay_6",0.775287670628608,0.994971991026945
"421","KX54756334","PathWay_7",0.720781311009974,0.994971991026945
"422","KY61973574","PathWay_17",0.597267060720157,0.994971991026945
"423","KY84565397","PathWay_17",0.424719055579817,0.994971991026945
"424","KZ61713151","PathWay_10",0.271455781640416,0.933642334137248
"425","KZ99318792","PathWay_17",0.220224468230374,0.911692891966946
"426","LA41927646","PathWay_9",0.0362046156342882,0.815377730117056
"427","LB83192881","PathWay_18",0.217742998487133,0.911692891966946
"428","LC81614349","PathWay_6",0.000186205035520144,0.0155170862933453
"429","LF58139128","PathWay_6",0.287061567792616,0.93585771838743
"430","LF79756938","PathWay_21",0.643759917877413,0.994971991026945
"431","LG15499886","PathWay_23",0.735800849796952,0.994971991026945
"432","LG52885463","PathWay_1",0.891688054156671,0.994971991026945
"433","LH91164185","PathWay_18",0.581975510121768,0.994971991026945
